DB,DB ID,Disease,MIM Number,Gene Symbol,Gene ID,GO-BP ID Count,GO-BP ID
OMIM,610756,?Cerebrooculofacioskeletal syndrome 2,126340,ERCC2,2068,43,GO:0040016 | GO:0000462 | GO:0006366 | GO:0006361 | GO:0016032 | GO:0035315 | GO:0006294 | GO:0030198 | GO:0009791 | GO:0007059 | GO:0001666 | GO:0045944 | GO:0006368 | GO:0006293 | GO:0006363 | GO:0030282 | GO:0006283 | GO:0033683 | GO:0007568 | GO:0032289 | GO:0006468 | GO:0048568 | GO:0006367 | GO:1901990 | GO:0043249 | GO:0009650 | GO:0006370 | GO:0060218 | GO:0006979 | GO:0006295 | GO:0048820 | GO:0000717 | GO:0001701 | GO:0006296 | GO:0045893 | GO:0021510 | GO:0006362 | GO:0008283 | GO:0070911 | GO:0045951 | GO:0035264 | GO:0006915 | GO:0043388
OMIM,300905,"?Charcot-Marie-Tooth disease, X-linked dominant, 6",300906,PDK3,5165,10,GO:1904183 | GO:0006006 | GO:0010510 | GO:0071333 | GO:0035357 | GO:0071398 | GO:2000377 | GO:0097411 | GO:0018105 | GO:0010906
OMIM,607831,"?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K | Charcot-Marie-Tooth disease, axonal, type 2K",605266 | 606598,JPH1 | GDAP1,54332 | 56704,8,GO:0060314 | GO:0007517 | GO:0006626 | GO:0071305 | GO:0008053 | GO:0000266 | GO:0032526 | GO:0060402
OMIM,615025,"?Charcot-Marie-Tooth disease, axonal, type 2Q",614984,DHTKD1,55526,2,GO:0002244 | GO:0006096
OMIM,616491,"?Charcot-Marie-Tooth disease, axonal, type 2V",609701,NAGLU,4669,8,GO:0006027 | GO:0007399 | GO:0060119 | GO:0021680 | GO:0045475 | GO:0046548 | GO:0042474 | GO:0007040
OMIM,613641,"?Charcot-Marie-Tooth disease, recessive intermediate, B",601421,KARS1,3735,18,GO:0008285 | GO:0045893 | GO:0070374 | GO:0010165 | GO:0008033 | GO:0002720 | GO:0033209 | GO:1905050 | GO:0070371 | GO:0043032 | GO:0010759 | GO:1900017 | GO:1900745 | GO:0016032 | GO:0002276 | GO:0006430 | GO:0000187 | GO:0015966
OMIM,118210,"?Charcot-Marie-Tooth disease, type 2A1",605995,KIF1B,23095,12,GO:0007274 | GO:0032418 | GO:1990049 | GO:1990048 | GO:0007270 | GO:1990778 | GO:1904647 | GO:0006915 | GO:0010628 | GO:1990090 | GO:0016192 | GO:0047497
OMIM,605589,"?Charcot-Marie-Tooth disease, type 2B2",605610,PNKP,11284,15,GO:0090305 | GO:0098506 | GO:0046939 | GO:0006281 | GO:2001034 | GO:0009314 | GO:0006261 | GO:0010836 | GO:0006979 | GO:0051973 | GO:1904355 | GO:0000718 | GO:0042769 | GO:0046940 | GO:0032212
OMIM,614415,?Chilblain lupus 2,606754,SAMHD1,25939,12,GO:0060337 | GO:0000724 | GO:0006203 | GO:0051289 | GO:0060339 | GO:0016446 | GO:0090501 | GO:0110025 | GO:0046061 | GO:0006955 | GO:0016032 | GO:0051607
OMIM,300863,"?Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia",300272,HDAC6,10013,36,GO:0010634 | GO:0045892 | GO:0031648 | GO:0070201 | GO:1901300 | GO:0060271 | GO:0070848 | GO:0051646 | GO:0070846 | GO:0070842 | GO:0032984 | GO:0010870 | GO:0031333 | GO:0045598 | GO:0006515 | GO:0060765 | GO:0061734 | GO:0045861 | GO:0040029 | GO:0032418 | GO:0071218 | GO:0090042 | GO:0034983 | GO:0048668 | GO:0060997 | GO:0043162 | GO:0070845 | GO:0070932 | GO:0006914 | GO:0070301 | GO:0007026 | GO:0051354 | GO:0000209 | GO:0010727 | GO:0033138 | GO:0060632
OMIM,616939,"?Chorea, childhood-onset, with psychomotor retardation",607468,GPR88,54112,8,GO:0007602 | GO:0071482 | GO:0009584 | GO:0007186 | GO:0050885 | GO:0007626 | GO:0061743 | GO:0019228
OMIM,215500,"?Choroidal dystrophy, central areolar 1",600179,GUCY2D,3000,6,GO:0035556 | GO:0022400 | GO:0007168 | GO:0006182 | GO:0006468 | GO:0007601
OMIM,617577,"?Ciliary dyskinesia, primary, 37",603332,DNAH1,25981,5,GO:0030317 | GO:0007288 | GO:0003351 | GO:0060294 | GO:0036159
OMIM,618449,"?Ciliary dyskinesia, primary, 41",611398,GAS2L2,246176,6,GO:0045745 | GO:0031110 | GO:0051764 | GO:0060296 | GO:1904825 | GO:0001578
OMIM,616733,"?Coenzyme Q10 deficiency, primary, 8",601683,COQ7,10229,5,GO:0010468 | GO:0006744 | GO:0055114 | GO:2000377 | GO:0008340
OMIM,120430,?Morning glory disc anomaly | ?Coloboma of optic nerve,607108,PAX6,5080,51,GO:0000132 | GO:0001654 | GO:0060041 | GO:0006366 | GO:0021913 | GO:0007224 | GO:0000122 | GO:0042593 | GO:0061303 | GO:0021798 | GO:0002052 | GO:0007601 | GO:0023019 | GO:0045944 | GO:0009950 | GO:0021918 | GO:0061072 | GO:1904798 | GO:0042462 | GO:0002088 | GO:0001568 | GO:0033365 | GO:0009611 | GO:0032808 | GO:0021778 | GO:0021986 | GO:0001933 | GO:0045665 | GO:0021983 | GO:0048596 | GO:0003309 | GO:0001764 | GO:0003322 | GO:0030216 | GO:0009786 | GO:0021905 | GO:0050680 | GO:1990830 | GO:0030858 | GO:0045893 | GO:0048708 | GO:2000178 | GO:0007411 | GO:0021912 | GO:0007417 | GO:0007435 | GO:0001709 | GO:0048505 | GO:0021796 | GO:0030334 | GO:0021902
OMIM,120200,"?Coloboma, ocular",607108,PAX6,5080,51,GO:0000132 | GO:0001654 | GO:0006366 | GO:0060041 | GO:0021913 | GO:0007224 | GO:0000122 | GO:0042593 | GO:0061303 | GO:0021798 | GO:0002052 | GO:0007601 | GO:0023019 | GO:0045944 | GO:0009950 | GO:0021918 | GO:0030334 | GO:0061072 | GO:0042462 | GO:0002088 | GO:0001568 | GO:0033365 | GO:0009611 | GO:0032808 | GO:0021778 | GO:0021986 | GO:0001933 | GO:0045665 | GO:0021983 | GO:0048596 | GO:0003309 | GO:0001764 | GO:0003322 | GO:0030216 | GO:0009786 | GO:0021905 | GO:0050680 | GO:1990830 | GO:0030858 | GO:0045893 | GO:0048708 | GO:2000178 | GO:0007411 | GO:0021912 | GO:0007417 | GO:0007435 | GO:0001709 | GO:0048505 | GO:0021796 | GO:1904798 | GO:0021902
OMIM,216820,"?Coloboma, ocular, autosomal recessive",602219,SALL2,6297,4,GO:0045944 | GO:0021915 | GO:0001654 | GO:0006355
OMIM,615395,?Combined oxidative phosphorylation deficiency 16,611849,MRPL44,65080,6,GO:0090502 | GO:0070125 | GO:0031054 | GO:0070126 | GO:0030422 | GO:0031053
OMIM,615595,?Combined oxidative phosphorylation deficiency 19,613311,LYRM4,57128,2,GO:0016226 | GO:0044281
OMIM,615918,?Combined oxidative phosphorylation deficiency 21,612805,TARS2,80222,2,GO:0070159 | GO:0106074
OMIM,616045,?Combined oxidative phosphorylation deficiency 22,164360,ATP5F1A,498,5,GO:0042776 | GO:0042407 | GO:0001937 | GO:0006629 | GO:0043536
OMIM,616430,?Combined oxidative phosphorylation deficiency 25,609728,MARS2,92935,1,GO:0006431
OMIM,616811,?Combined oxidative phosphorylation deficiency 29,609063,TXN2,25828,12,GO:0000098 | GO:0009725 | GO:0031669 | GO:0001666 | GO:0045454 | GO:0014070 | GO:0055114 | GO:0009749 | GO:0042493 | GO:0006662 | GO:0048678 | GO:0006979
OMIM,617872,?Combined oxidative phosphorylation deficiency 34,611974,MRPS7,51081,4,GO:0000028 | GO:0070125 | GO:0032543 | GO:0070126
OMIM,618378,?Combined oxidative phosphorylation deficiency 38,611978,MRPS14,63931,3,GO:0070125 | GO:0032543 | GO:0070126
OMIM,618838,?Combined oxidative phosphorylation deficiency 41,603645,GATB,5188,2,GO:0070681 | GO:0032543
OMIM,618851,?Combined oxidative phosphorylation deficiency 43,607251,TIMM22,29928,3,GO:0045039 | GO:0006626 | GO:0071806
OMIM,615561,?Complement factor B deficiency,138470,CFB,629,3,GO:0006957 | GO:0030449 | GO:0006508
OMIM,618270,?Congenital anomalies of kidney and urinary tract 3,602490,NRIP1,8204,8,GO:0030521 | GO:0019915 | GO:0045893 | GO:0045944 | GO:0000122 | GO:0071392 | GO:0001543 | GO:0032922
OMIM,617082,"?Congenital disorder of glycosylation, type 1aa",610463,NUS1,116150,10,GO:0038084 | GO:0042632 | GO:0001525 | GO:0030154 | GO:0035268 | GO:0051000 | GO:0043536 | GO:0032383 | GO:0019408 | GO:0006489
OMIM,613861,"?Congenital disorder of glycosylation, type 1bb | Retinitis pigmentosa 59",608172,DHDDS,79947,2,GO:0006489 | GO:0016094
OMIM,617395,"?Congenital disorder of glycosylation, type IIq",606974,COG2,22796,4,GO:0006891 | GO:0006888 | GO:0007030 | GO:0015031
OMIM,607906,"?Congenital disorder of glycosylation, type Ii",607905,ALG2,85365,4,GO:0033577 | GO:0097502 | GO:0006488 | GO:0051592
OMIM,614507,"?Congenital disorder of glycosylation, type Ir",602202,DDOST,1650,6,GO:0043312 | GO:0034097 | GO:0031647 | GO:0042110 | GO:0018279 | GO:0043085
OMIM,300884,"?Congenital disorder of glycosylation, type Is | Epileptic encephalopathy, early infantile, 36",300776,ALG13,79868,2,GO:0006508 | GO:0006488
OMIM,615596,"?Congenital disorder of glycosylation, type Iw",601134,STT3A,3703,3,GO:0018279 | GO:0043686 | GO:0043687
OMIM,615597,"?Congenital disorder of glycosylation, type Ix",608605,STT3B,201595,6,GO:0043687 | GO:0018279 | GO:0006516 | GO:0006986 | GO:0043686 | GO:0030433
OMIM,217085,"?Congenital heart defects, hamartomas of tongue, and polysyndactyly",613580,WDPCP,51057,20,GO:0016476 | GO:0072358 | GO:0043010 | GO:0032185 | GO:0010762 | GO:0060271 | GO:0060541 | GO:0001822 | GO:0007224 | GO:0051893 | GO:0055123 | GO:2000114 | GO:0032880 | GO:1900027 | GO:0060021 | GO:0045184 | GO:0043587 | GO:0002093 | GO:0090521 | GO:0042733
OMIM,616819,"?Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia",616305,FRMD4A,55691,3,GO:0050709 | GO:0050714 | GO:0090162
OMIM,616858,?Cowden syndrome 7,610512,SEC23B,10483,3,GO:0043547 | GO:0006886 | GO:0090110
OMIM,614099,?Cranioectodermal dysplasia 3,614068,IFT43,112752,3,GO:0060271 | GO:0035721 | GO:0035735
OMIM,614378,?Cranioectodermal dysplasia 4,608151,WDR19,57728,17,GO:0000902 | GO:0035721 | GO:0042471 | GO:0048701 | GO:0001701 | GO:0061055 | GO:0030326 | GO:0060271 | GO:0060830 | GO:0055123 | GO:0035735 | GO:0060831 | GO:0031076 | GO:0008406 | GO:0050877 | GO:1903441 | GO:0065003
OMIM,614195,?Craniofacial anomalies and anterior segment dysgenesis syndrome,605020,VSX1,30813,7,GO:0006357 | GO:0060040 | GO:0042551 | GO:0048666 | GO:0006355 | GO:0050896 | GO:0007601
OMIM,616602,?Craniosynostosis 6,600470,ZIC1,7545,11,GO:0045893 | GO:0042307 | GO:0045944 | GO:0042472 | GO:0021510 | GO:0007389 | GO:0007628 | GO:0007420 | GO:0030154 | GO:0007417 | GO:0008589
OMIM,614564,"?Cutaneous telangiectasia and cancer syndrome, familial",601215,ATR,545,19,GO:0071480 | GO:1904884 | GO:0046777 | GO:0008156 | GO:0000077 | GO:1900034 | GO:0070198 | GO:0036297 | GO:0097695 | GO:0090399 | GO:0007275 | GO:0034644 | GO:0097694 | GO:0018105 | GO:0006260 | GO:0042493 | GO:0000723 | GO:0032212 | GO:0043517
OMIM,614434,"?Cutis laxa, autosomal dominant 2",604580,FBLN5,10516,11,GO:0007160 | GO:0048251 | GO:0016525 | GO:0033690 | GO:0034394 | GO:0045944 | GO:0000122 | GO:0098867 | GO:0046903 | GO:0001558 | GO:2000121
OMIM,300914,"?Deafness, X-linked 6",303631,COL4A6,1288,3,GO:0038063 | GO:0030198 | GO:0007155
OMIM,400047,"?Deafness, Y-linked 2",400033,TBL1Y,90665,3,GO:0016575 | GO:1903507 | GO:0006357
OMIM,612431,"?Deafness, autosomal dominant 27",600571,REST,5978,31,GO:0045892 | GO:0046676 | GO:1903204 | GO:0000122 | GO:0097150 | GO:2000798 | GO:0006355 | GO:0002244 | GO:0071385 | GO:0043922 | GO:0008285 | GO:0043280 | GO:0001666 | GO:0099563 | GO:0035690 | GO:0000381 | GO:0060379 | GO:0045955 | GO:2000706 | GO:0045665 | GO:0002931 | GO:0071257 | GO:1902459 | GO:0035019 | GO:0070933 | GO:2000065 | GO:0045893 | GO:0045667 | GO:0032348 | GO:1903223 | GO:0045666
OMIM,618533,"?Deafness, autosomal dominant 37",120280,COL11A1,1301,13,GO:0050910 | GO:0006029 | GO:0007605 | GO:0042472 | GO:0035987 | GO:0048704 | GO:0001503 | GO:0002063 | GO:0035989 | GO:0030199 | GO:0055010 | GO:0001502 | GO:0007601
OMIM,616969,"?Deafness, autosomal dominant 66",603356,CD164,8763,8,GO:0008285 | GO:0030097 | GO:0007517 | GO:0007157 | GO:0007162 | GO:0007165 | GO:0007275 | GO:0006955
OMIM,616707,"?Deafness, autosomal dominant 68",604799,HOMER2,9455,9,GO:0032703 | GO:0035584 | GO:0007216 | GO:0007605 | GO:0048148 | GO:0070885 | GO:0008277 | GO:0048875 | GO:2001256
OMIM,616968,"?Deafness, autosomal dominant 70",116945,MCM2,4171,11,GO:1902975 | GO:1905775 | GO:0006267 | GO:0006915 | GO:0006334 | GO:0000082 | GO:0006260 | GO:0090102 | GO:0006268 | GO:0000727 | GO:0071353
OMIM,617606,"?Deafness, autosomal dominant 72",606107,SLC44A4,80736,8,GO:0061526 | GO:0030974 | GO:0030307 | GO:0008292 | GO:0032475 | GO:0006656 | GO:0035675 | GO:0015871
OMIM,618778,"?Deafness, autosomal dominant 75",603015,TRRAP,8295,7,GO:0043967 | GO:0016578 | GO:0006281 | GO:0043968 | GO:1904837 | GO:0006355 | GO:0016310
OMIM,618915,"?Deafness, autosomal dominant 77",158343,ABCC1,4363,15,GO:0071716 | GO:0099039 | GO:0009235 | GO:0015889 | GO:0006691 | GO:0140115 | GO:0060326 | GO:0150104 | GO:0034775 | GO:0042908 | GO:0070633 | GO:0045332 | GO:0050729 | GO:0042493 | GO:1904646
OMIM,615837,"?Deafness, autosomal recessive 101",615762,GRXCR2,643226,3,GO:0060088 | GO:0007605 | GO:0033365
OMIM,615974,"?Deafness, autosomal recessive 102",600206,EPS8,2059,16,GO:0070358 | GO:1990830 | GO:0016601 | GO:0007266 | GO:0051017 | GO:0099072 | GO:0008360 | GO:0051764 | GO:0035023 | GO:0008344 | GO:0048149 | GO:1900029 | GO:0036336 | GO:0010458 | GO:0031532 | GO:0051016
OMIM,616042,"?Deafness, autosomal recessive 103",607293,CLIC5,53405,6,GO:1902476 | GO:0007605 | GO:0007601 | GO:0034765 | GO:0050896 | GO:0007565
OMIM,616515,"?Deafness, autosomal recessive 104",611410,RIPOR2,9750,19,GO:0035024 | GO:0048741 | GO:1901741 | GO:0007605 | GO:0071260 | GO:0006935 | GO:0060088 | GO:1905872 | GO:0045663 | GO:2000405 | GO:0051491 | GO:0007155 | GO:2000391 | GO:0045184 | GO:1990869 | GO:1903904 | GO:0090023 | GO:2001107 | GO:0051260
OMIM,617654,"?Deafness, autosomal recessive 108",602336,ROR1,4919,13,GO:0043410 | GO:0007399 | GO:0010976 | GO:0007605 | GO:0043123 | GO:0051092 | GO:0048839 | GO:0014068 | GO:0007275 | GO:0014002 | GO:0018108 | GO:0060071 | GO:0033674
OMIM,618013,"?Deafness, autosomal recessive 109",612959,ESRP1,54845,5,GO:0008543 | GO:0042669 | GO:0008380 | GO:0043484 | GO:0006397
OMIM,618094,"?Deafness, autosomal recessive 110",603196,COCH,1690,4,GO:0045089 | GO:0008360 | GO:0042742 | GO:0007605
OMIM,618457,"?Deafness, autosomal recessive 115",612584,SPNS2,124976,11,GO:0006665 | GO:0002920 | GO:0001782 | GO:0048073 | GO:0006869 | GO:0048535 | GO:0072676 | GO:0060348 | GO:0003376 | GO:0043029 | GO:0055085
OMIM,605428,"?Deafness, autosomal recessive 26",604439,GAB1,2549,12,GO:0035728 | GO:0051897 | GO:0038089 | GO:0007411 | GO:0001525 | GO:0090668 | GO:0014068 | GO:0038128 | GO:0007173 | GO:0008286 | GO:0045766 | GO:0031532
OMIM,610154,"?Deafness, autosomal recessive 44",103072,ADCY1,107,20,GO:0007189 | GO:0007409 | GO:0042752 | GO:0006171 | GO:1900273 | GO:1904322 | GO:0007190 | GO:0034199 | GO:0071377 | GO:2000300 | GO:0007623 | GO:0007420 | GO:0007186 | GO:0032793 | GO:0150076 | GO:0007193 | GO:0003091 | GO:0010226 | GO:0007616 | GO:0071277
OMIM,613865,"?Deafness, autosomal recessive 61",604943,SLC26A5,375611,18,GO:0019532 | GO:1902476 | GO:0042391 | GO:0007605 | GO:0015755 | GO:0008360 | GO:0015701 | GO:0002931 | GO:0009751 | GO:2000147 | GO:1902358 | GO:0045793 | GO:0090102 | GO:1902074 | GO:0035864 | GO:0010996 | GO:0034766 | GO:0097066
OMIM,610212,"?Deafness, autosomal recessive 66",605755,DCDC2,51473,9,GO:0048813 | GO:0045880 | GO:0007605 | GO:0060271 | GO:0030111 | GO:1902017 | GO:0035556 | GO:0006968 | GO:0001764
OMIM,613453,"?Deafness, autosomal recessive 91",173321,SERPINB6,5269,4,GO:0043312 | GO:0071470 | GO:0010951 | GO:0007605
OMIM,616705,"?Deafness, autosomal recessive 97",164860,MET,4233,27,GO:0050918 | GO:0035635 | GO:0051897 | GO:0071526 | GO:0001886 | GO:1905098 | GO:0000165 | GO:0045944 | GO:0048012 | GO:0030182 | GO:0016477 | GO:0001889 | GO:0018108 | GO:0006909 | GO:2001028 | GO:1901299 | GO:0070495 | GO:0035024 | GO:0051497 | GO:0010507 | GO:0031016 | GO:0061436 | GO:0007399 | GO:0007275 | GO:0031116 | GO:0048754 | GO:0033674
OMIM,614861,"?Deafness, autosomal recessive 98",612920,TSPEAR,54084,4,GO:0007165 | GO:0034505 | GO:0008593 | GO:0007605
OMIM,617992,"?Deafness, congenital heart defects, and posterior embryotoxon",601920,JAG1,182,40,GO:0030336 | GO:0072070 | GO:0061444 | GO:0003184 | GO:0072015 | GO:0045747 | GO:0097150 | GO:0045446 | GO:0001974 | GO:0001953 | GO:0045944 | GO:0022408 | GO:0061156 | GO:0045599 | GO:0045445 | GO:0002456 | GO:0003180 | GO:0072017 | GO:0042491 | GO:0061073 | GO:0042127 | GO:0001525 | GO:0045665 | GO:0045669 | GO:0002011 | GO:2000737 | GO:0030216 | GO:0007399 | GO:0003215 | GO:0030097 | GO:0061309 | GO:0035909 | GO:0060411 | GO:0045602 | GO:0062043 | GO:0032495 | GO:0072006 | GO:0061314 | GO:0001709 | GO:0045639
OMIM,614900,?Diamond-Blackfan anemia 11,603704,RPL26,6154,14,GO:1902167 | GO:0071480 | GO:0042273 | GO:1902164 | GO:1904803 | GO:0006364 | GO:0002181 | GO:0034644 | GO:0006413 | GO:0000184 | GO:0045727 | GO:0006977 | GO:0006614 | GO:0019083
OMIM,615550,?Diamond-Blackfan anemia 12,604174,RPL15,6138,5,GO:0002181 | GO:0006413 | GO:0000184 | GO:0006614 | GO:0019083
OMIM,617408,?Diamond-Blackfan anemia 16,607526,RPL27,6155,7,GO:0006412 | GO:0006364 | GO:0006413 | GO:0000184 | GO:1904044 | GO:0006614 | GO:0019083
OMIM,617409,?Diamond-Blackfan anemia 17,603702,RPS27,6232,7,GO:0006412 | GO:0000028 | GO:0006364 | GO:0006413 | GO:0000184 | GO:0006614 | GO:0019083
OMIM,618310,?Diamond-Blackfan anemia 18,604179,RPL18,6141,5,GO:0002181 | GO:0006413 | GO:0000184 | GO:0006614 | GO:0019083
OMIM,618312,?Diamond-Blackfan anemia 19,618315,RPL35,11224,6,GO:0000463 | GO:0006412 | GO:0006413 | GO:0000184 | GO:0006614 | GO:0019083
OMIM,618313,?Diamond-Blackfan anemia 20,603674,RPS15A,6210,8,GO:0009615 | GO:0006412 | GO:0008284 | GO:0045787 | GO:0006413 | GO:0000184 | GO:0006614 | GO:0019083
OMIM,617911,?Diamond-Blackfan anemia-like,133170,EPO,2056,36,GO:0033189 | GO:0008015 | GO:2001258 | GO:0000122 | GO:0032147 | GO:1902219 | GO:0061418 | GO:0071474 | GO:0048678 | GO:0018105 | GO:0010976 | GO:0070555 | GO:0014068 | GO:0010523 | GO:1901215 | GO:0030218 | GO:0007568 | GO:0042531 | GO:0038162 | GO:0043249 | GO:0070374 | GO:0042541 | GO:0071548 | GO:0006953 | GO:1902251 | GO:0033574 | GO:0051602 | GO:0009651 | GO:0055093 | GO:0045893 | GO:0032496 | GO:0007566 | GO:0006915 | GO:0042104 | GO:0046579 | GO:0043627
OMIM,615863,"?Diarrhea 7, protein-losing enteropathy type",604900,DGAT1,8694,10,GO:0036155 | GO:0042572 | GO:0043312 | GO:0034379 | GO:0019915 | GO:0035336 | GO:0019432 | GO:0055089 | GO:0046339 | GO:0006640
OMIM,616553,"?Dyskeratosis congenita, autosomal dominant 6 | ?Dyskeratosis congenita, autosomal recessive 7",609377,ACD,65057,10,GO:0016233 | GO:0006886 | GO:0032211 | GO:0060381 | GO:0070198 | GO:0031848 | GO:0051973 | GO:0070200 | GO:0032202 | GO:0032212
OMIM,607371,"?Dystonia, juvenile-onset",102630,ACTB,60,26,GO:0061024 | GO:0007409 | GO:1903076 | GO:0035633 | GO:0071896 | GO:0021762 | GO:0001895 | GO:0070527 | GO:0038096 | GO:0016579 | GO:0048013 | GO:0045176 | GO:0022898 | GO:0043044 | GO:0098974 | GO:0051623 | GO:0034333 | GO:0045815 | GO:0048870 | GO:0072749 | GO:0000079 | GO:0007163 | GO:0048488 | GO:0001738 | GO:0150111 | GO:0032091
OMIM,617337,"?Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type",616758,KDF1,126695,9,GO:0010839 | GO:0003334 | GO:0045606 | GO:2000647 | GO:0016331 | GO:0010482 | GO:0061436 | GO:0060887 | GO:0048589
OMIM,618535,"?Ectodermal dysplasia 15, hypohidrotic/hair type",601891,CST6,1474,3,GO:0009653 | GO:0010951 | GO:0008544
OMIM,614929,"?Ectodermal dysplasia 7, hair/nail type",608248,KRT74,121391,3,GO:0031424 | GO:0045104 | GO:0070268
OMIM,616487,?Epidermolysis bullosa simplex with nail dystrophy,601282,PLEC,5339,3,GO:0042060 | GO:0031581 | GO:0045104
OMIM,618074,"?Epilepsy, familial adult myoclonic, 6",610739,TNRC6A,27327,8,GO:0060964 | GO:0035195 | GO:0009267 | GO:0035278 | GO:0060213 | GO:0010628 | GO:0007223 | GO:0045652
OMIM,618075,"?Epilepsy, familial adult myoclonic, 7",609530,RAPGEF2,9693,31,GO:1901888 | GO:0071321 | GO:0048167 | GO:0090557 | GO:0032486 | GO:2001214 | GO:0043950 | GO:0000165 | GO:0008285 | GO:0031547 | GO:0010976 | GO:0043547 | GO:1990090 | GO:0072659 | GO:0032092 | GO:0001568 | GO:0070374 | GO:2000481 | GO:0021884 | GO:0030033 | GO:0050774 | GO:0001764 | GO:2001224 | GO:0038180 | GO:2000670 | GO:0021591 | GO:0048022 | GO:0071880 | GO:0031175 | GO:0071320 | GO:0007218
OMIM,616461,"?Epilepsy, familial temporal lobe, 8",137035,GAL,51083,18,GO:0007399 | GO:0035902 | GO:0051464 | GO:0007631 | GO:0030073 | GO:0045944 | GO:1902608 | GO:0006954 | GO:0032868 | GO:0051795 | GO:0007218 | GO:0042493 | GO:0043627 | GO:0010737 | GO:0043065 | GO:0019933 | GO:0050672 | GO:0031943
OMIM,615127,"?Epilepsy, myoclonic, familial adult, 4",613373,YEATS2,55689,3,GO:0045892 | GO:0000122 | GO:0043966
OMIM,615400,"?Epilepsy, myoclonic, familial adult, 5",190197,CNTN2,6900,19,GO:0007612 | GO:0022010 | GO:0021853 | GO:0048710 | GO:0007413 | GO:0071206 | GO:0031133 | GO:0000226 | GO:0007411 | GO:0045665 | GO:0007156 | GO:0031623 | GO:0048168 | GO:0010954 | GO:0007628 | GO:0070593 | GO:0097090 | GO:0045163 | GO:0060168
OMIM,616640,"?Epilepsy, progressive myoclonic, 10",616639,PRDM8,56978,3,GO:0014003 | GO:0032259 | GO:0006355
OMIM,616230,"?Epilepsy, progressive myoclonic, 8",606919,CERS1,10715,6,GO:0072721 | GO:0051974 | GO:0071492 | GO:0036146 | GO:0035690 | GO:0046513
OMIM,615006,"?Epileptic encephalopathy, early infantile, 15",606494,ST3GAL3,6487,3,GO:0018146 | GO:0097503 | GO:0016266
OMIM,617065,"?Epileptic encephalopathy, early infantile, 40",617064,GUF1,60558,2,GO:0045727 | GO:0006412
OMIM,617933,"?Epileptic encephalopathy, early infantile, 61",603709,ADAM22,53616,7,GO:0006508 | GO:0007162 | GO:0022011 | GO:0099645 | GO:0007155 | GO:0008344 | GO:0007417
OMIM,614135,"?Epiphyseal dysplasia, multiple, 6",120210,COL9A1,1297,2,GO:0030198 | GO:0009887
OMIM,615040,"?Episodic pain syndrome, familial, 1",604775,TRPA1,8989,11,GO:0042542 | GO:0048265 | GO:0007166 | GO:0019233 | GO:0050968 | GO:0051289 | GO:0014070 | GO:0009409 | GO:0050966 | GO:0050955 | GO:0051209
OMIM,616839,"?Exercise intolerance, riboflavin-responsive",610815,SLC25A32,81034,3,GO:1990548 | GO:1904947 | GO:0046655
OMIM,300321,?FG syndrome 2,300017,FLNA,2316,37,GO:0043066 | GO:0051220 | GO:0097368 | GO:0043433 | GO:0060271 | GO:0071526 | GO:0030168 | GO:0007195 | GO:0021943 | GO:0021987 | GO:0034329 | GO:0042307 | GO:2001046 | GO:0002576 | GO:0043123 | GO:0072659 | GO:0051764 | GO:0042789 | GO:0043113 | GO:1900026 | GO:0045184 | GO:0070527 | GO:0051607 | GO:2000179 | GO:1902396 | GO:1905000 | GO:0050821 | GO:0090042 | GO:1901381 | GO:0042177 | GO:2001224 | GO:0031532 | GO:0032233 | GO:0090307 | GO:0034394 | GO:0016479 | GO:0044319
OMIM,600251,"?Facial clefting, oblique, 1",614140,SPECC1L,23384,4,GO:0051301 | GO:0030036 | GO:0007155 | GO:0007049
